Orthogroup	Amel_protein_noIso	Bbub_protein_noIso	Bmus_protein_noIso	Casi_protein_noIso	Cdid_protein_noIso	Cdro_protein_noIso	Cimi_protein_noIso	Clup_protein_noIso	Cpor_protein_noIso	Csim_protein_noIso	Dnov_protein_noIso	Drot_protein_noIso	Emax_protein_noIso	Equa_protein_noIso	Hamp_protein_noIso	Hsap_protein_noIso	Lcat_protein_noIso	Mang_protein_noIso	Mdom_protein_noIso	Mjav_protein_noIso	Mmus_protein_noIso	Oafe_protein_noIso	Oana_protein_noIso	Opri_protein_noIso	Pafr_protein_noIso	Pgig_protein_noIso	Ptig_protein_noIso	Rfer_protein_noIso	Scar_protein_noIso	Shar_protein_noIso	Tman_protein_noIso	Ttru_protein_noIso
OG0024524								Clup_XP.038412197.1																								
OG0024525								Clup_XP.038412255.1																								
OG0024526								Clup_XP.038412263.1																								
OG0024527								Clup_XP.038412264.1																								
OG0024528								Clup_XP.038412266.1																								
OG0024529								Clup_XP.038412279.1																								
OG0024530								Clup_XP.038412281.1																								
OG0024531								Clup_XP.038412282.1																								
OG0024532								Clup_XP.038412306.1																								
OG0024533								Clup_XP.038412335.1																								
OG0024534								Clup_XP.038412337.1																								
OG0024535								Clup_XP.038412494.1																								
OG0024536								Clup_XP.038412904.1																								
OG0024537								Clup_XP.038413366.1																								
OG0024538								Clup_XP.038413451.1																								
OG0024539								Clup_XP.038413469.1																								
OG0024540								Clup_XP.038413479.1																								
OG0024541								Clup_XP.038413492.1																								
OG0024542								Clup_XP.038413539.1																								
OG0024543								Clup_XP.038413546.1																								
OG0024544								Clup_XP.038413551.1																								
OG0024545								Clup_XP.038413557.1																								
OG0024546								Clup_XP.038413558.1																								
OG0024547								Clup_XP.038413560.1																								
OG0024548								Clup_XP.038413562.1																								
OG0024549								Clup_XP.038413564.1																								
OG0024550								Clup_XP.038413573.1																								
OG0024551								Clup_XP.038413648.1																								
OG0024552								Clup_XP.038413800.1																								
OG0024553								Clup_XP.038414059.1																								
OG0024554								Clup_XP.038414557.1																								
OG0024555								Clup_XP.038414704.1																								
OG0024556								Clup_XP.038414762.1																								
OG0024557								Clup_XP.038414894.1																								
OG0024558								Clup_XP.038414929.1																								
OG0024559								Clup_XP.038415094.1																								
OG0024560								Clup_XP.038415098.1																								
OG0024561								Clup_XP.038415099.1																								
OG0024562								Clup_XP.038415107.1																								
OG0024563								Clup_XP.038415110.1																								
OG0024564								Clup_XP.038415112.1																								
OG0024565								Clup_XP.038415113.1																								
OG0024566								Clup_XP.038415114.1																								
OG0024567								Clup_XP.038415119.1																								
OG0024568								Clup_XP.038415121.1																								
OG0024569								Clup_XP.038415122.1																								
OG0024570								Clup_XP.038415126.1																								
OG0024571								Clup_XP.038415127.1																								
OG0024572								Clup_XP.038415160.1																								
OG0024573								Clup_XP.038415375.1																								
OG0024574								Clup_XP.038415407.1																								
OG0024575								Clup_XP.038415464.1																								
OG0024576								Clup_XP.038415669.1																								
OG0024577								Clup_XP.038415759.1																								
OG0024578								Clup_XP.038415909.1																								
OG0024579								Clup_XP.038416044.1																								
OG0024580								Clup_XP.038416485.1																								
OG0024581								Clup_XP.038416489.1																								
OG0024582								Clup_XP.038416492.1																								
OG0024583								Clup_XP.038416509.1																								
OG0024584								Clup_XP.038416557.1																								
OG0024585								Clup_XP.038416572.1																								
OG0024586								Clup_XP.038416575.1																								
OG0024587								Clup_XP.038416581.1																								
OG0024588								Clup_XP.038417074.1																								
OG0024589								Clup_XP.038417479.1																								
OG0024590								Clup_XP.038417717.1																								
OG0024591								Clup_XP.038418321.1																								
OG0024592								Clup_XP.038418323.1																								
OG0024593								Clup_XP.038418324.1																								
OG0024594								Clup_XP.038418326.1																								
OG0024595								Clup_XP.038418331.1																								
OG0024596								Clup_XP.038418334.1																								
OG0024597								Clup_XP.038418338.1																								
OG0024598								Clup_XP.038418342.1																								
OG0024599								Clup_XP.038418345.1																								
OG0024600								Clup_XP.038418346.1																								
OG0024601								Clup_XP.038418352.1																								
OG0024602								Clup_XP.038418381.1																								
OG0024603								Clup_XP.038418390.1																								
OG0024604								Clup_XP.038418427.1																								
OG0024605								Clup_XP.038418454.1																								
OG0024606								Clup_XP.038418457.1																								
OG0024607								Clup_XP.038418458.1																								
OG0024608								Clup_XP.038418463.1																								
OG0024609								Clup_XP.038418466.1																								
OG0024610								Clup_XP.038418806.1																								
OG0024611								Clup_XP.038418844.1																								
OG0024612								Clup_XP.038418894.1																								
OG0024613								Clup_XP.038418964.1																								
OG0024614								Clup_XP.038419035.1																								
OG0024615								Clup_XP.038419126.1																								
